Headline,Body ID
Syd Barrett contributed to A Saucerful of Secrets.,3865
R. Kelly wrote a song for the soundtrack of Space Jam.,3866
Paul Thomas Anderson directed Boogie Nights in 1997.,3867
Minions had two directors.,3868
Caryn Mandabach was the producer of Roseanne.,3869
Vincent Cassel starred in a thriller.,3870
Courtney Love is an actor.,3871
Warren Casey is a composer of Grease.,3872
The Gadsden flag is a historical flag.,3873
Dwayne Johnson works for WWE.,3874
Jon Pertwee was in a series.,3875
The Emoji Movie was produced by an animation studio.,3876
Nelson Mandela was a humanitarian.,3877
Tony Blair was elected after John Smith's sudden death.,3878
Adolf Hitler joined a political party.,3879
Don Simpson and Jerry Bruckheimer worked together to produce The Rock.,3880
Judith Barsi appeared in films.,3881
Mr. Sunshine started on February 9.,3882
George A. Romero worked on The Crazies.,3883
Judi Dench has won awards.,3884
Horror is the genre of The Crazies.,3885
Arrested Development follows the fictitious Bluth family.,3886
Muhammad was persecuted by some Meccan tribes.,3887
Emma is an adaptation of an 1815 novel.,3888
Dwayne Johnson had a role in The Scorpion King.,3889
Antonio Vivaldi was born in a city in Italy.,3890
Sora is the main character in Kingdom Hearts III.,3891
Keeping Up with the Joneses had a cost of $40 million.,3892
Bane is a fictional comic book character.,3893
Tyrion Lannister was created by an American author.,3894
Sharon Tate married in January 1968.,3895
Adam West was born in a month.,3896
Hairspray sold copies in the USA.,3897
Sarah Paulson played a role in a comedy-drama series on NBC.,3898
"Syria includes Syrian Arabs, Greeks, Armenians, Assyrians, Kurds, Circassians,  Mandeans, and Turks.",3899
Charles II of England had a brother.,3900
Jessica Biel has acted in at least three comedy movies.,3901
Muhammad Ali was in a match.,3902
Marlon Brando was in a film by a film director and he was American.,3903
Glenn Frey was a member of the Eagles.,3904
David Simon was birthed in 1960.,3905
James Mangold directed Walk the Line.,3906
Narcolepsy can disrupt sleep.,3907
James Taylor released a 1976 Greatest Hits album.,3908
Imagine Dragons has a studio album called Smoke + Mirrors.,3909
Richard Gere starred in an American thriller film.,3910
Spider-Man was given super strength from it's creators.,3911
Serbia has a high rank on an index.,3912
Wonder Woman has appeared in the comics for the Justice Society.,3913
A subclass of anti-nuclear antibodies are anti-Ro antibodies.,3914
Fifty Shades of Grey sold over 125 million copies.,3915
"Dungeons & Dragons was published by Tactical Studies Rules, Inc.",3916
Evil is commonly associated with trauma.,3917
Central America contains Belize.,3918
Judd Apatow produced The Cable Guy.,3919
Cara Delevingne had roles that are major.,3920
Grace Jones influenced New York's cross-dressing movement in the 1980s.,3921
"Ryder is also referred to as Ryder System, Inc.",3922
Apocalypse Now was produced by and co-written by Francis Ford Coppola.,3923
Drama school offers a degree.,3924
Sue Bird was picked first overall in the WNBA Draft of 2002.,3925
Cosmopolitan was transformed into a literary magazine before changing again.,3926
Ready Player One won a prize from a nonprofit organization.,3927
Christoph Waltz is an  award-winning actor.,3928
Texas shares a border with a place.,3929
Roger Penrose shared a prize with Stephen Hawking.,3930
Assassination is a film that Jun Ji-hyun is in.,3931
Arkham Asylum's patients include a villain.,3932
1993 was the year Miranda Cosgrove was born.,3933
Dumb and Dumber is an American comedy road film.,3934
David Thewlis is an English screenwriter.,3935
Elizabeth Banks did a Netflix miniseries.,3936
"In 2011's summer transfer period, a team signed Romelu Lukaku.",3937
"Beverly Hills, 90210 addressed numerous topical issues.",3938
Maggie Gyllenhaal starred in Won't Back Down in 2012.,3939
Glamorous is a song by Fergie.,3940
The Odia language is used for communication by a good number of people.,3941
Tardigrades have been found in at least one habitat.,3942
Christianity spread to the Americas.,3943
Nelson Mandela was a humanitarian.,3944
Jim Parsons portrays Sheldon Cooper.,3945
Desperate Housewives is a tv show.,3946
Aishwarya Rai is a brand ambassador for several business organizations and campaigns.,3947
The Martian is based on Andy Weir's novel.,3948
Stephen Rider acted in the series Lucky 7.,3949
"May 15, 1886 was the day Emily Dickinson passed away.",3950
Mary-Louise Parker acted in Angels in America.,3951
Loki is the father of Hel.,3952
Vince Vaughn appeared in the 1993 sports film Rudy.,3953
Muhammad Ali was in a match.,3954
Vladimir Putin graduated from Saint Petersburg State University.,3955
Martina Hingis is a professional tennis player.,3956
LeBron James appeared in a romantic comedy.,3957
"Psychological horror often uses mystery elements and characters with unstable, unreliable, or disturbed psychological states to enhance the suspense and horror.",3958
The Carmichael Show has seasons.,3959
Will Ferrell worked with John C. Reilly.,3960
Maria I of Portugal existed as Queen of the Algarves.,3961
Heikegani has a shell that is believed to resemble an angry samurai's face.,3962
Gianluigi Buffon won the Coppa Italia in 1999.,3963
Sister Act features musical arrangements by Marc Shaiman.,3964
Emmy Rossum had a prominent role in An American Rhapsody (2001).,3965
Kalpana Raghavendar is Indian.,3966
Kalpana Raghavendar is not an actor.,3967
Dwight D. Eisenhower was a president.,3968
Masaccio was involved in Renaissance art.,3969
Apple Inc.'s consumer software includes the iOS operating system.,3970
Psychological findings are linked to research and perspectives from humanities.,3971
Telangana is one of the states of India.,3972
Breaking Bad's crew include Bob Odenkirk.,3973
Thandie Newton has appeared in American films,3974
Iggy Azalea signed a recording contract with Grand Hustle Records.,3975
Justin Timberlake voiced the lead character in a 2016 American computer-animated film.,3976
Jack Reacher is a film.,3977
The Bravo Award is an annual prize.,3978
Steve Coogan starred as Paul Raymond in The Look of Love.,3979
Leslie Uggams appeared in a film directed by Tim Miller.,3980
"Tyrese Gibson is well known for his role as Joseph ""Jody"" Summers in Baby Boy.",3981
Canada was claimed by the British.,3982
Texas shares a border with a place.,3983
One vlogger is Roman Atwood.,3984
Bertrand Russell's work has had a great deal of influence on set theory.,3985
Guinevere was Arthur's wife.,3986
24 is a 2016 movie.,3987
The Homesman features James Spader.,3988
Nepal is the 93rd largest country in the world by area.,3989
The Syrian Desert covers parts of northeastern Jordan.,3990
Jane Eyre was released in 2011.,3991
Conan O'Brien is a producer of television.,3992
Splash starred a Canadian actor.,3993
Felicity Jones portrayed a character.,3994
Just Dance is a record.,3995
That '70s Show is a show that aired on the network FOX.,3996
Aruba is without administrative subdivisions.,3997
Keanu Reeves played Johnny Mnemonic in Johnny Mnemonic.,3998
Nocturnal Animals is a film.,3999
Steve Buscemi has been a part of many Coen Brothers' movies.,4000
Live Your Life is by T.I.,4001
Dennis Hastert served as a congressman.,4002
The Girl on the Train was based on Paula Hawkins' 2015 novel.,4003
Justified was a candidate for an award.,4004
Latin pop entered the U.S. music scene with the help of Ricky Martin.,4005
"Syd Barrett was in the music industry, but he left it.",4006
Syd Barrett was the lead guitarist for Pink Floyd.,4007
Hypothyroidism can cause poor ability to tolerate heat.,4008
Leonardo da Vinci's inventions are displayed as working models at a museum.,4009
"Pitch Perfect 3 stars Anna Kendrick, Anna Camp, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Alexis Knapp, Ester Dean, Hana Mae Lee, Chrissie Fit, Kelley Jakle.",4010
A Golden Globe was given to Jason Bateman.,4011
Christopher Marlowe was also known by another alias.,4012
Christina Aguilera appeared on the television series The Mickey Mouse Club.,4013
The X Factor is a singing competition in the UK.,4014
The United Kingdom consists of countries.,4015
"Mickey Rooney played a supporting role in It's a Mad, Mad, Mad, Mad World (1963).",4016
The 1997 Locus Award was won by A Game of Thrones.,4017
Beauty Shop stars a human.,4018
Burnaby achieved City status 100 years after incorporation.,4019
Keanu Reeves was in a band.,4020
Splash is a film.,4021
Nazi Germany suffered military defeats.,4022
Imagine Dragons are a group.,4023
Writing is an action performed by Bob Dylan.,4024
Nikita (TV series) started airing in 2010.,4025
"Hilda Ellis Davidson began life on October 1st, 1914.",4026
Amsterdam was the home of diarist Anne Frank.,4027
Sansa Stark is a person in a narrative work of art.,4028
The Kingdom of Georgia lasted for centuries.,4029
IBM invented a card.,4030
Cloud Atlas is adapted from a novel by David Mitchell.,4031
Antarctica's coast experiences an annual precipitation of eight inches.,4032
Ireland is not landlocked.,4033
Anne Hathaway starred in Tom Hooper's Les Misérables as Fantine.,4034
Muammar Gaddafi was the Chairperson of the African Union from 2009 to 2010.,4035
Slovakia is a place that is landlocked.,4036
IBM invented a card.,4037
Allen Ginsberg was portrayed by Daniel Radcliffe.,4038
Bob Arum is the CEO of a company based in Las Vegas.,4039
Tori Kelly was born in the 1990's.,4040
The Nile runs through Uganda.,4041
"Star Trek, the film series, had a one-disc DVD version with no special features.",4042
Roald Dahl is a British writer.,4043
Tiger Woods reached number one ranking in the world.,4044
Slash was in a band.,4045
1993 was the year Miranda Cosgrove was born.,4046
The Invention of Lying was released in the US in 2009.,4047
1965 was the year J. K. Rowling was born.,4048
Bob Riley served as the 52nd Governor of Alabama.,4049
John Lennon was a writer.,4050
No Reservations features Bob Balaban.,4051
Jay Sekulow is the Chief Counsel for the American Center for Law & Justice.,4052
Birth of the Dragon's filming began in Canada.,4053
Boeing 777 planes have two jet engines.,4054
"The September 11 attacks killed 2,996 people.",4055
Dave Franco is Tom Franco's brother.,4056
Dwayne Johnson was cut during the 1995 season.,4057
Octopuses use camouflage and deimatic displays to protect themselves.,4058
Ryder is also known as something else.,4059
Dave Franco is Tom Franco's brother.,4060
Meryl Streep is an actress.,4061
Lion is a film based on the non-fiction book A Long Way Home.,4062
The seven-year itch was the previous name of scabies.,4063
Iran is a sovereign state.,4064
Dolly Parton was in the cast of the movie The Best Little Whorehouse in Texas.,4065
Vince Vaughn appeared in the 1993 sports film Rudy.,4066
Imagine Dragons are a group.,4067
Umbrella was a Rihanna song released through Def Jam Recordings.,4068
Star Wars is a franchise from the United States.,4069
Nearly 40 million units were sold by Amaze Entertainment.,4070
Robert F. Kennedy wrote The Enemy Within.,4071
Detroit is a city.,4072
Purple Haze was released in 1967.,4073
San Francisco is the location of a bridge.,4074
Guinevere was Arthur's wife.,4075
Anorexia nervosa is characterized by restriction.,4076
Jessica Lange made her film debut in the remake of a movie from 1933.,4077
In the comedy Get Him to the Greek Nick Kroll has a supporting role.,4078
Sleep can be disrupted by sleep apnea.,4079
Patrick Bateman is the villain protagonist of the American Psycho movie.,4080
Keanu Reeves played Hamlet.,4081
Dangerous Liaisons is based on Les liaisons dangereuses.,4082
"Judith Quiney was baptised in England on February 2, 1585.",4083
Jacinda Barret changed careers.,4084
FX aired It's Always Sunny in Philadelphia for the first time.,4085
Giada De Laurentiis has helped host an NBC show.,4086
Sigmund Freud set up his clinical practice in Vienna and was influential.,4087
The Evil Queen has been performed live by Anne Fancine.,4088
The Offspring released Smash after 1990.,4089
Aishwarya Rai is a brand ambassador for several business organizations and campaigns.,4090
Franklin D. Roosevelt implemented a war strategy.,4091
Brandon Lee was killed in an accident.,4092
Eric Trump is the child of a man born on June 14.,4093
Rachel McAdams worked on a project directed by an American.,4094
Billy Clanton had a sibling.,4095
Marie Curie studied at an underground university.,4096
What a Girl Wants earned a gold certification in Belgium.,4097
Romelu Lukaku won a championship.,4098
Gwen Stefani performs with four Japanese and Japanese American dancers.,4099
Selena Gomez was in Wizards of Waverly Place from 2007 to 2012.,4100
Red blood cell formation is assisted by the presence of Vitamin B-12.,4101
Daniel Radcliffe starred in a film.,4102
"Leslie Groves ceased to be alive on July 13, 1970.",4103
James Mangold directed Walk the Line.,4104
No Escape had pre-screenings.,4105
Syd Barrett founded Pink Floyd.,4106
Will Ferrell worked with John C. Reilly.,4107
Michael Caine starred in a movie.,4108
Evan Goldberg is a Canadian film producer.,4109
Pompeii is not a UNESCO World Heritage Site.,4110
Jean-Martin Charcot was from France.,4111
Slipknot (band) is an American heavy metal band.,4112
IO Theater is a training center.,4113
Black Widow only appears in American comic books.,4114
Havoc is a film.,4115
The Parliament of Canada consists of a lower house: the House of Commons.,4116
Ready Player One is a science fiction novel.,4117
Take a Bow is a single.,4118
Denial was released in the United States.,4119
Annie Parisse is a person.,4120
Helen Gardner lectured in Chicago.,4121
Nick Jonas is a recording artist.,4122
Texas's land are has some desert.,4123
Led Zeppelin played music.,4124
Minecraft is a work.,4125
Broad Green Pictures CEO is Gabriel Hammond.,4126
Ellen Burstyn was in the cast of Requiem for a Dream.,4127
Dangerous Beauty starred two actors.,4128
Tori Kelly was born in the 1990's.,4129
James Blake (musician) has released work under the moniker Harmonimix.,4130
Moscow is a national capital.,4131
Lion was a biographical film.,4132
Roland Garros Stadium is in Paris and is the site of the French Open.,4133
Emmanuel Adebayor is the top goalscorer for Togo.,4134
Confessions was sold somewhere.,4135
One person who transitioned to female is Jazz Jennings.,4136
Jackie Robinson was awarded the Presidential Medal of Freedom.,4137
Tatiana Maslany has starred in multiple television series.,4138
Jon Huntsman Jr. worked for the President of the United States.,4139
Boston brings in tourists.,4140
Ryder is also known as something else.,4141
Apple's year of founding was 1976.,4142
Bangladesh is on the Indian subcontinent.,4143
Android has had prosperity.,4144
Jesus is also known as a different name.,4145
Nicole Kidman's parents are Australian.,4146
Journey was named the fifth-best American rock band in a 2005 USA Today opinion poll.,4147
Paulo Dybala is a person from Argentina.,4148
Chris Pratt portrayed Star-Lord in the 2014 film Guardians of the Galaxy.,4149
The Departed was produced by Brad Pitt.,4150
Trevor Noah is a South African citizen.,4151
Sarrainodu was released in 2016.,4152
Katy Perry made a contract with Red Hill Records.,4153
Roman Atwood was born in 1983.,4154
Joan Collins was in Sunburn released in 1979.,4155
Noam Chomsky studied at Harvard University.,4156
Laura Prepon starred as Donna in That '70s Show.,4157
Queen Victoria's offspring became King of the United Kingdom.,4158
A Grammy award has been won by Adele.,4159
Thinkin Bout You is Grammy nominated in the year 2013.,4160
Seattle belongs to category as a city.,4161
The Bravo Award is an annual prize.,4162
Zhou Enlai was instrumental in forming domestic policy.,4163
Catherine Zeta-Jones is a person.,4164
"Lilith translates to ""night monster.""",4165
FC Barcelona has won World titles in soccer.,4166
Jamie Foxx was born in a time.,4167
Green Day has made at least eight studio albums.,4168
John McCain is an American citizen.,4169
Ramzan Kadyrov established the Ramzan Kadyrov & Adlan Varayev Cup.,4170
Samuel Witwer is from the Western Hemisphere.,4171
Holly Hunter has won an Emmy.,4172
An actor won an Academy Award for Crash.,4173
The Breakfast Club featured Emilio Estevez.,4174
Leslie Howard directed professionally.,4175
Justin Bieber recorded Love Yourself.,4176
Christian Bale worked with David O. Russell.,4177
Lynyrd Skynyrd has a lead vocalist.,4178
Legion is played by an English actor.,4179
Venus has the densest atmosphere of the terrestrial planets.,4180
Tom Felton was in The Borrowers as Peagreen Clock.,4181
The Silence of the Lambs is about apprehending someone.,4182
Norovirus causes inflammation of the gastrointestinal tract.,4183
Socrates did philosophy.,4184
Avril Lavigne is the singer and songwriter of My Happy Ending.,4185
Richard Gere won a Screen Actors Guild award.,4186
The RMS Titanic called at France.,4187
Andrew Jackson was a Supreme Court justice.,4188
Boardwalk Empire is a drama.,4189
Katy Perry is not the stage name of Katy Hudson.,4190
Dennis Hopper starred in Blue Velvet.,4191
Philip V of Spain was a member of a European royal house.,4192
Memento achieved $39.7 million.,4193
Felicity Huffman is an actress on stage.,4194
"Bradford is the location of the Alhambra theater, named after the Alhambra palace.",4195
WALL-E had a $180 million budget.,4196
Taylor Swift holds five Guinness World Records.,4197
The Catalyst is by American rock band Linkin Park.,4198
Frank Sedgman is a retired World No. 1 amateur tennis champion.,4199
Winona Ryder is in Mermaids.,4200
Lady Gaga is known for her provocative work.,4201
Just Dance is a record.,4202
Lions are social.,4203
Ready Player One was sold in 2010.,4204
The United States of America is the birthplace of Lisa Bonet.,4205
The Conjuring 2 was authored by Carey Hayes.,4206
Charles Marie de La Condamine was created in 1701.,4207
Machu Picchu is an Inca citadel created in the 1450s.,4208
Tirumala Venkateswara Temple in Tirupati hosts 18.25 million visitors per year.,4209
WALL-E won an award.,4210
Warm Leatherette is by a songwriter.,4211
Poland is a parliamentary republic in Central Europe.,4212
Estella Warren is a synchronized swimmer formerly.,4213
Enemy (2013 film) stars Sarah Gadon.,4214
Steven Tyler plays more than one instrument.,4215
Ballet Shoes was produced by the British company Granada Productions.,4216
Lake Powell is mostly located in Utah.,4217
Harald V of Norway married a person.,4218
Ulysses S. Grant worked with a US president.,4219
Juliette Binoche played the leading role in a film.,4220
Tom Hiddleston appeared in a Jim Jarmusch film.,4221
Sarcoidosis is described as a non-painful skin disease.,4222
The Constitution of Denmark was signed in June of 1849.,4223
Moscow is in European Russia in the Central Federal District.,4224
Margot Kidder portrayed a character on R.L. Stine's The Haunting Hour.,4225
Home Alone was released in the nineties.,4226
The Dayton Agreement was signed into law.,4227
Red was inspired by a comic book series written by two people.,4228
Byron Haskin was someone Paul Mantee has worked with.,4229
Oh Yeon-seo worked in a K-pop girl group.,4230
Judith Barsi appeared in films.,4231
Life After Death is by an American.,4232
Wyatt Earp was arrested for stealing.,4233
Phil Mickelson is a professional golfer.,4234
Katy Perry is the stage name of Katy Hudson since 2001.,4235
Harry Potter and the Deathly Hallows is the final novel of the Harry Potter series that began in 1997.,4236
Alexander Lebedev was listed in a magazine.,4237
Clarence Thomas was raised in the state of Georgia.,4238
Drax the Destroyer was a character created by Jim Starlin.,4239
A phylogenetic tree shows inferred evolutionary relationships among various biological species.,4240
"Jeff Bridges played Otis ""Bad"" Blake in the first half of Crazy Heart.",4241
Furia is written by a filmmaker.,4242
Bruce Willis is a person.,4243
Newfoundland and Labrador is linguistically homogeneous.,4244
Bharat Arun is incapable of being an Indian Test cricketer.,4245
The Crown (TV series) featured a Winston Churchill portrayal.,4246
The internet does not contain both local and global networks.,4247
Nepal is a member of the SAARC.,4248
"In The New Adventures of Old Christine, Julia Louis-Dreyfus played Christine Campbell.",4249
"Kirk Douglas's professions include actor, producer, director, and author.",4250
Jerry Maguire was produced by a producer of the animated show The Simpsons.,4251
The Divergent Series: Insurgent is based on a book.,4252
Mark Zuckerberg co-founded a website.,4253
Theodore Roosevelt thought about running for president in 1920.,4254
A signer of the Poona Pact is a politician.,4255
Ashley Judd is involved in global humanitarian efforts.,4256
United States contains cities.,4257
David Bowie received gold certifications in the United States.,4258
Sriti Jha plays the lead role in the soap opera.  Kumkum Bhagya,4259
The Bulls were in the 1991 NBA playoffs.,4260
Frank Sinatra was a thespian performer.,4261
Mexico went to war with France in the 19th century.,4262
Inhumans first appeared in the Fantastic Four number 45 comic book.,4263
World War II included a military campaign in North Africa.,4264
The 23rd governor of Arizona is Doug Ducey.,4265
Ballet Shoes was produced by the British company Granada Productions.,4266
Until Dawn is a game.,4267
Frank Sinatra was a thespian performer.,4268
The windigo is a type of being.,4269
Jon Huntsman Jr. became a White House staff assistant in the 1980s.,4270
Eleveneleven was founded by a woman.,4271
Jeff Bezos founded something.,4272
An actor was the winner of a BAFTA Award for Crash.,4273
Masaccio was involved in Renaissance art.,4274
Avatar: The Last Airbender's main character was Aang.,4275
Kristen Bell has been on television.,4276
Abraham Lincoln was once rivals with Stephen A. Douglas.,4277
Amy Poehler is an American.,4278
The United Kingdom has the world's ninth-largest economy by one measure.,4279
Daddy Yankee's record sold more copies than any other Latin music records of the decade.,4280
Barbara Bush founded the Barbara Bush Foundation for Family Literacy.,4281
Venus orbits the Sun.,4282
Nick Nolte was a cast member in The Thin Red Line.,4283
David Beckham began playing for Manchester United in 1992.,4284
Ellen DeGeneres married an actress.,4285
Injustice 2 includes a leveling system.,4286
Clementine Chapel allows access to pilgrims.,4287
Wi-Fi Certified is a term restricted by the Wi-Fi Alliance.,4288
Tom Felton worked for a cast member of The Borrowers.,4289
Dangerous Liaisons is based on Les liaisons dangereuses.,4290
Following is a neo-noir drama film.,4291
Josh Duhamel is a former fashion model.,4292
Logan Lerman played a character in The Three Musketeers (2011).,4293
The Hunger Games is a sci-fi movie.,4294
Winona Ryder was a cast member of a movie.,4295
Lil Wayne has released music.,4296
Kurt Sutter is the creator of Sons of Anarchy.,4297
Emmy Rossum starred in Songcatcher (2000).,4298
David Bowie was from England.,4299
Coronary artery disease can be prevented by eating a healthy diet.,4300
The Right Stuff was adapted from a book.,4301
Stone Temple Pilots had an original member that was an American rock guitarist.,4302
Thirteen Reasons Why is a young adult novel.,4303
History of art includes Poetry.,4304
Glen Campbell has won Grammy Hall of Fame Awards.,4305
WeChat is an app from China.,4306
My Own Private Idaho premiered in the early 90's.,4307
The Twilight Zone is an anthology series.,4308
Cher is one of the best-selling music artists.,4309
Judd Apatow produced Talladega Nights: The Ballad of Ricky Bobby.,4310
One of lung cancer's symptoms is quickening of breath.,4311
The World Bank Group's activities exclude agricultural development.,4312
Psychology is included in International Relations.,4313
Hong Kong maintains a separate economic system.,4314
Christopher Marlowe is a person.,4315
WALL-E is a winner of a Hugo Award.,4316
WALL-E earned $533.3 million worldwide.,4317
David Simon was born in 1960.,4318
Flatland is part of the terrain of Kazakhstan.,4319
Odin was known in Old Saxon mythology as Wōdan.,4320
Dogs were the first domesticated species and are sister taxa to the gray wolf.,4321
The wendigo is a cannibal monster.,4322
Mariah Carey is female.,4323
Jackie Evancho is someone who has acted in a film during 2013.,4324
Tim Burton directed Miss Peregrine's Home for Peculiar Children.,4325
Richard III of England was King of England during the Middle Ages.,4326
Saving Private Ryan portrays war.,4327
Maggie Gyllenhaal was in a film written by Susanna White.,4328
Medina was Muhammad's destination.,4329
Bob Marley began with a band.,4330
Boyz II Men is a group of four singers.,4331
The Ten Commandments relate to ethics and worship through biblical law.,4332
Jawaharlal Nehru was a person.,4333
Stagira had at least two shrines.,4334
Leroy Jethro Gibbs is a fictional character on NCIS.,4335
Miranda Cosgrove is a woman.,4336
Suits (TV series) features performer Gina Torres.,4337
Scars to Your Beautiful is by a woman.,4338
"Journey's fourth album was Infinity, released in 1978.",4339
Suits (TV series) features performer Gina Torres.,4340
David Bowie was from England.,4341
Ramayanam is a Telugu film.,4342
Life After Death is by an American.,4343
Katie Holmes is an American citizen.,4344
Chris Hardwick is a comedian.,4345
Judd Apatow produced a film.,4346
Kmart has stores in operation in a group of islands in the Caribbean that are an insular area of the United States.,4347
WWI began in Europe.,4348
The Beach Boys are a group.,4349
"International Relations includes technology and engineering, economics, communication studies, history, international law, demography, philosophy, geography, social work, sociology, anthropology, criminology, psychology, gender studies, cultural studies, culturology, and diplomacy, globalization, diplomatic relations, state sovereignty, international security, ecological sustainability, nuclear proliferation, nationalism, economic development, global finance, as well as terrorism and organized crime, human security, foreign interventionism, and human rights, as well, as, more recently, comparative religion.",4350
The Murder of Roger Ackroyd is a work of crime detective fiction.,4351
The Big Chill stars an Oscar nominated actor.,4352
System of a Down has sold albums around the world.,4353
Daz Dillinger is from California.,4354
Jesus performed an action.,4355
Kiiara's music is electronic pop featuring heavy bass.,4356
Tanya Roberts was born on the 10th month of the calendar year.,4357
The Lion King is a film.,4358
Bal Gangadhar Tilak was born in July of 1856.,4359
Tiger Woods won The Silver Medal at The Open Championship.,4360
Robert Browning wrote poetry.,4361
Wi-Fi is a trademark of the Wi-Fi Alliance.,4362
Zeus is the child of Rhea.,4363
Asteroid Day is an event that occurs every year.,4364
Human Rights is included in International Relations.,4365
Batman Begins is considered one of the best superhero films.,4366
Miss Peregrine's Home for Peculiar Children takes place on Cairnholm.,4367
Carmelo Anthony is a sportsman.,4368
The English language is influenced by Germanic languages.,4369
Triple H's name stands for Hunter Hearst Helmsley.,4370
The Fall (Gorillaz album) features Mick Jones.,4371
Israel hosts a population of asylum seekers from a place.,4372
Moscow is in European Russia in the Central Federal District.,4373
Eric Singer has performed with a musician.,4374
J. Cole founded the Dreamville Foundation.,4375
Michelle Williams is a person.,4376
Equidae is a family.,4377
The Shield had Michael Chiklis in a main role.,4378
Jules Dumont d'Urville was a traveler.,4379
Chandni stars an actor born in October.,4380
Lyme disease causes erythema migrans.,4381
Whiskey Tango Foxtrot is based on the memoir The Taliban Shuffle: Strange Days in Afghanistan and Pakistan by Kim Barker.,4382
Randy Orton is American.,4383
Ice is a form of water.,4384
Newcastle United F.C. has a traditional crest.,4385
Aishwarya Rai was in several television commercials.,4386
Halle Berry acted in Monster's Ball and modeled for Revlon.,4387
Saswata Chatterjee is an Indian citizen.,4388
Asset management may apply to a type of asset that involves humans.,4389
J. Cole was the founder of the Dreamville Foundation.,4390
Kurt Angle is a TNA World Heavyweight Championship winner.,4391
Boyapati Srinu directed Sarrainodu.,4392
Mike Judge is a person.,4393
Kiiara's music is electronic pop featuring heavy bass.,4394
Bangladesh has been affected by poverty and violence.,4395
Lauren Graham is a writer.,4396
Katherine Heigl appeared in a science fiction television series.,4397
Jamie Foxx is an American.,4398
Bad Boy Entertainment was created by Sean Combs in 1993.,4399
Celine Dion sings in French.,4400
Zendaya is a professional dancer.,4401
Robbie Collin studied a branch of philosophy.,4402
Fred Trump engaged in philanthropy.,4403
Emmy Rossum starred in Songcatcher (2000).,4404
Keith Urban was born in a country.,4405
Anne Frank was a person.,4406
Ilkhanate was established as a political entity.,4407
Lahore is home to multiple UNESCO World Heritage Sites including Lahore Fort and the Shalimar Gardens.,4408
Serbia has a high rank on the Social Progress Index.,4409
Anna Paquin acted in at least one film.,4410
The Olympic Games has sport competitions.,4411
Cupid (2009 TV series) is a comedy-drama.,4412
Inhumans's lead character's real name is Blackagar Boltagon.,4413
Gwen Stefani is the co-founder of No Doubt along with others.,4414
Ford Motor Company is not as large as General Motors.,4415
Anne Hathaway won an award.,4416
Don Simpson and Jerry Bruckheimer worked together to produce The Rock.,4417
The Second Punic War lasted from 218 BC to 201 BC.,4418
